"Index","X","Y","Z","Activity"
4063,1920,2383,2091,5
4064,1920,2384,2092,5
4065,1921,2384,2095,5
4066,1920,2386,2095,5
4067,1921,2385,2097,5
4068,1922,2385,2097,5
4069,1921,2387,2098,5
4070,1921,2377,2086,5
4071,1897,2353,2058,5
4072,1885,2344,2068,5
4073,1893,2331,2085,5
4074,1891,2321,2060,5
4075,1901,2307,2037,5
4076,1902,2294,2042,5
4077,1903,2282,2039,5
4078,1898,2277,2037,5
4079,1902,2287,2018,5
4080,1907,2294,2028,5
4081,1908,2301,2033,5
4082,1901,2304,2047,5
4083,1900,2335,2084,5
4084,1872,2398,2081,5
4085,1852,2447,2045,5
4086,1852,2447,2096,5
4087,1906,2499,2165,5
4088,1925,2501,2200,5
4089,1910,2489,2123,5
4090,1964,2468,2100,5
4091,2002,2417,2138,5
4092,2050,2402,2163,5
4093,2040,2402,2172,5
4094,1962,2407,2150,5
4095,1916,2398,2070,5
4096,1918,2364,2045,5
4097,1932,2325,2045,5
4098,1951,2309,2015,5
4099,1940,2291,2031,5
4100,1926,2264,2033,5
4101,1911,2268,2039,5
4102,1917,2285,2063,5
4103,1932,2295,2060,5
4104,1932,2314,2041,5
4105,1921,2345,2023,5
4106,1927,2343,2047,5
4107,1943,2361,2036,5
4108,1925,2416,2017,5
4109,1890,2489,2003,5
4110,1880,2509,2023,5
4111,1888,2539,2040,5
4112,1889,2578,2059,5
4113,1918,2612,2127,5
4114,1946,2648,2186,5
4115,1944,2657,2131,5
4116,1887,2541,2137,5
4117,1881,2392,2166,5
4118,1865,2285,2169,5
4119,1866,2266,2213,5
4120,1869,2268,2252,5
4121,1871,2289,2235,5
4122,1874,2340,2197,5
4123,1901,2375,2144,5
4124,1924,2378,2125,5
4125,1908,2352,2093,5
4126,1858,2327,2086,5
4127,1820,2311,2075,5
4128,1835,2288,2101,5
4129,1909,2258,2103,5
4130,1919,2247,2067,5
4131,1908,2244,2065,5
4132,1921,2253,2095,5
4133,1938,2253,2127,5
4134,1928,2283,2134,5
4135,1905,2321,2144,5
4136,1870,2376,2157,5
4137,1856,2435,2156,5
4138,1848,2469,2148,5
4139,1831,2515,2153,5
4140,1831,2549,2160,5
4141,1807,2580,2213,5
4142,1826,2579,2277,5
4143,1871,2533,2273,5
4144,1912,2440,2210,5
4145,1926,2367,2222,5
4146,1975,2329,2222,5
4147,2013,2318,2178,5
4148,2024,2319,2174,5
4149,1993,2328,2171,5
4150,1951,2357,2126,5
4151,1924,2356,2089,5
4152,1935,2330,2063,5
4153,1938,2307,2077,5
4154,1946,2249,2091,5
4155,1943,2228,2080,5
4156,1916,2218,2080,5
4157,1905,2217,2100,5
4158,1917,2249,2115,5
4159,1937,2287,2108,5
4160,1947,2331,2099,5
4161,1965,2361,2079,5
4162,1940,2397,2043,5
4163,1949,2431,2034,5
4164,1937,2472,2055,5
4165,1931,2503,2085,5
4166,1929,2539,2148,5
4167,1927,2580,2205,5
4168,1936,2596,2230,5
4169,1925,2516,2180,5
4170,1924,2414,2161,5
4171,1933,2331,2203,5
4172,1943,2314,2245,5
4173,1927,2311,2234,5
4174,1913,2315,2199,5
4175,1906,2338,2145,5
4176,1923,2336,2106,5
4177,1922,2327,2109,5
4178,1901,2309,2104,5
4179,1888,2290,2089,5
4180,1870,2285,2084,5
4181,1879,2276,2100,5
4182,1915,2265,2082,5
4183,1913,2261,2065,5
4184,1924,2261,2093,5
4185,1948,2257,2116,5
4186,1948,2278,2127,5
4187,1934,2330,2112,5
4188,1898,2369,2110,5
4189,1874,2418,2142,5
4190,1858,2459,2165,5
4191,1836,2490,2182,5
4192,1823,2524,2196,5
4193,1847,2570,2230,5
4194,1863,2598,2265,5
4195,1889,2567,2237,5
4196,1915,2479,2194,5
4197,1929,2391,2197,5
4198,1961,2330,2203,5
4199,2010,2297,2177,5
4200,2023,2304,2161,5
4201,2006,2324,2169,5
4202,1990,2347,2141,5
4203,1958,2359,2083,5
4204,1934,2338,2072,5
4205,1929,2318,2093,5
4206,1954,2304,2092,5
4207,1939,2266,2079,5
4208,1931,2259,2076,5
4209,1927,2259,2079,5
4210,1931,2252,2074,5
4211,1923,2251,2075,5
4212,1929,2272,2074,5
4213,1945,2289,2076,5
4214,1947,2313,2073,5
4215,1939,2339,2077,5
4216,1937,2367,2081,5
4217,1941,2415,2082,5
4218,1950,2457,2068,5
4219,1940,2497,2068,5
4220,1942,2519,2105,5
4221,1956,2555,2172,5
4222,1976,2623,2224,5
4223,1981,2644,2206,5
4224,1937,2591,2159,5
4225,1942,2475,2160,5
4226,1939,2369,2185,5
4227,1934,2309,2226,5
4228,1939,2291,2239,5
4229,1936,2293,2227,5
4230,1938,2319,2168,5
4231,1931,2334,2127,5
4232,1933,2330,2090,5
4233,1932,2271,2098,5
4234,1931,2272,2098,5
4235,1933,2273,2101,5
4236,1934,2277,2102,5
4237,1932,2279,2101,5
4238,1927,2300,2082,5
4239,1917,2349,2091,5
4240,1896,2386,2091,5
4241,1867,2423,2127,5
4242,1850,2447,2146,5
4243,1848,2467,2142,5
4244,1857,2483,2143,5
4245,1869,2506,2213,5
4246,1899,2538,2253,5
4247,1925,2563,2256,5
4248,1934,2535,2215,5
4249,1956,2466,2219,5
4250,1976,2387,2229,5
4251,2023,2335,2203,5
4252,2060,2295,2165,5
4253,2070,2315,2146,5
4254,2041,2358,2159,5
4255,1964,2380,2124,5
4256,1937,2392,2085,5
4257,1915,2351,2077,5
4258,1905,2318,2083,5
4259,1909,2287,2081,5
4260,1896,2265,2071,5
4261,1911,2275,2063,5
4262,1916,2253,2037,5
4263,1886,2238,2058,5
4264,1874,2228,2087,5
4265,1874,2245,2100,5
4266,1860,2302,2117,5
4267,1900,2349,2122,5
4268,1930,2411,2099,5
4269,1965,2487,2061,5
4270,1972,2485,2044,5
4271,1982,2484,2055,5
4272,1969,2484,2081,5
4273,1958,2507,2141,5
4274,1971,2580,2180,5
4275,1982,2618,2173,5
4276,1943,2562,2145,5
4277,1930,2449,2134,5
4278,1930,2353,2153,5
4279,1922,2275,2181,5
4280,1935,2226,2229,5
4281,1939,2239,2247,5
4282,1931,2276,2204,5
4283,1934,2317,2139,5
4284,1935,2337,2100,5
4285,1915,2361,2075,5
4286,1883,2355,2058,5
4287,1859,2336,2063,5
4288,1870,2342,2092,5
4289,1900,2322,2098,5
4290,1906,2300,2084,5
4291,1928,2288,2074,5
4292,1928,2278,2093,5
4293,1934,2279,2093,5
4294,1930,2301,2117,5
4295,1921,2325,2126,5
4296,1920,2361,2136,5
4297,1915,2402,2141,5
4298,1901,2434,2130,5
4299,1876,2462,2135,5
4300,1848,2488,2130,5
4301,1858,2485,2145,5
4302,1849,2480,2172,5
4303,1860,2509,2249,5
4304,1906,2504,2237,5
4305,1941,2485,2205,5
4306,1966,2407,2152,5
4307,1968,2342,2159,5
4308,1986,2324,2192,5
4309,2025,2299,2182,5
4310,2010,2316,2161,5
4311,1960,2353,2159,5
4312,1938,2380,2135,5
4313,1943,2390,2110,5
4314,1956,2374,2098,5
4315,1967,2362,2097,5
4316,1973,2341,2091,5
4317,1955,2304,2081,5
4318,1937,2276,2077,5
4319,1921,2245,2083,5
4320,1930,2223,2100,5
4321,1934,2217,2105,5
4322,1957,2218,2102,5
4323,1973,2248,2100,5
4324,1947,2287,2096,5
4325,1925,2324,2075,5
4326,1934,2363,2060,5
4327,1925,2398,2051,5
4328,1936,2419,2057,5
4329,1932,2430,2091,5
4330,1925,2466,2127,5
4331,1947,2490,2215,5
4332,2024,2557,2297,5
4333,2064,2549,2345,5
4334,2007,2489,2377,5
4335,1977,2437,2303,5
4336,1963,2357,2263,5
4337,1976,2308,2299,5
4338,1992,2297,2327,5
4339,1993,2296,2311,5
4340,1978,2297,2277,5
4341,1964,2301,2256,5
4342,1964,2308,2243,5
4343,1967,2310,2226,5
4344,1963,2311,2209,5
4345,1966,2314,2193,5
4346,1959,2305,2183,5
4347,1941,2290,2170,5
4348,1935,2278,2171,5
4349,1928,2266,2171,5
4350,1921,2266,2162,5
4351,1913,2269,2146,5
4352,1916,2268,2143,5
4353,1920,2266,2140,5
4354,1916,2272,2139,5
4355,1897,2273,2137,5
4356,1907,2296,2123,5
4357,1908,2307,2126,5
4358,1917,2304,2142,5
4359,1914,2318,2140,5
4360,1910,2339,2134,5
4361,1901,2356,2122,5
4362,1899,2379,2112,5
4363,1882,2412,2118,5
4364,1888,2447,2141,5
4365,1884,2466,2164,5
4366,1868,2480,2145,5
4367,1832,2512,2117,5
4368,1859,2538,2157,5
4369,1873,2514,2141,5
4370,1888,2405,2087,5
4371,1866,2337,2105,5
4372,1936,2295,2183,5
4373,2065,2274,2226,5
4374,2130,2280,2235,5
4375,2026,2348,2189,5
4376,1919,2402,2155,5
4377,1910,2406,2130,5
4378,1979,2371,2159,5
4379,2031,2337,2156,5
4380,2012,2331,2118,5
4381,1948,2323,2113,5
4382,1891,2344,2126,5
4383,1891,2350,2133,5
4384,1910,2346,2109,5
4385,1923,2326,2091,5
4386,1928,2311,2076,5
4387,1920,2319,2078,5
4388,1920,2357,2084,5
4389,1917,2401,2081,5
4390,1917,2445,2113,5
4391,1931,2497,2160,5
4392,1950,2529,2218,5
4393,2016,2567,2281,5
4394,2045,2583,2265,5
4395,1954,2498,2249,5
4396,1912,2400,2289,5
4397,1921,2303,2246,5
4398,1956,2266,2263,5
4399,1987,2259,2266,5
4400,1969,2281,2254,5
4401,1933,2311,2236,5
4402,1901,2324,2200,5
4403,1927,2283,2142,5
4404,1927,2285,2143,5
4405,1924,2280,2149,5
4406,1910,2295,2166,5
4407,1941,2280,2152,5
4408,1943,2290,2129,5
4409,1957,2307,2119,5
4410,1977,2317,2127,5
4411,1958,2323,2144,5
4412,1909,2335,2161,5
4413,1892,2379,2192,5
4414,1890,2421,2208,5
4415,1889,2452,2187,5
4416,1894,2465,2183,5
4417,1872,2481,2216,5
4418,1867,2490,2232,5
4419,1867,2442,2230,5
4420,1903,2376,2239,5
4421,1959,2274,2233,5
4422,2005,2201,2210,5
4423,2057,2195,2186,5
4424,2108,2246,2189,5
4425,2102,2302,2162,5
4426,2012,2335,2126,5
4427,1967,2369,2126,5
4428,1975,2372,2169,5
4429,1983,2395,2171,5
4430,1958,2454,2143,5
4431,1938,2497,2162,5
4432,1951,2508,2199,5
4433,1974,2518,2196,5
4434,1984,2566,2167,5
4435,1975,2543,2111,5
4436,1936,2531,2082,5
4437,1891,2465,2073,5
4438,1881,2403,2074,5
4439,1908,2343,2059,5
4440,1924,2277,2075,5
4441,1939,2229,2077,5
4442,1949,2201,2105,5
4443,1985,2246,2138,5
4444,1994,2300,2136,5
4445,1985,2303,2134,5
4446,1959,2297,2165,5
4447,1968,2307,2170,5
4448,1966,2315,2183,5
4449,1911,2309,2214,5
4450,1855,2326,2224,5
4451,1836,2355,2182,5
4452,1852,2387,2121,5
4453,1860,2402,2076,5
4454,1844,2416,2014,5
4455,1828,2390,2050,5
4456,1831,2381,2067,5
4457,1846,2369,2061,5
4458,1855,2335,2049,5
4459,1874,2295,2050,5
4460,1887,2254,2067,5
4461,1896,2227,2069,5
4462,1926,2222,2087,5
4463,1941,2231,2103,5
4464,1911,2267,2091,5
4465,1907,2311,2119,5
4466,1906,2344,2143,5
4467,1883,2390,2113,5
4468,1874,2407,2119,5
4469,1864,2405,2114,5
4470,1929,2507,2203,5
4471,1906,2427,2116,5
4472,1886,2418,2040,5
4473,1895,2459,2064,5
4474,1903,2440,2099,5
4475,1956,2447,2087,5
4476,1948,2403,2042,5
4477,1858,2419,2024,5
4478,1866,2404,2046,5
4479,1883,2368,2059,5
4480,1897,2343,2023,5
4481,1902,2310,1992,5
4482,1889,2281,1998,5
4483,1890,2257,2005,5
4484,1883,2246,2002,5
4485,1888,2248,2006,5
4486,1892,2262,1990,5
4487,1905,2283,1995,5
4488,1906,2314,2003,5
4489,1895,2363,2049,5
4490,1900,2449,2123,5
4491,1911,2510,2171,5
4492,1892,2561,2153,5
4493,1815,2582,2045,5
4494,1713,2522,2044,5
4495,1656,2423,2070,5
4496,1709,2366,2139,5
4497,1803,2363,2188,5
4498,1835,2363,2207,5
4499,1841,2367,2164,5
4500,1835,2367,2087,5
4501,1839,2340,2091,5
4502,1863,2322,2142,5
4503,1896,2319,2158,5
4504,1906,2323,2103,5
4505,1909,2317,2095,5
4506,1919,2317,2119,5
4507,1907,2325,2106,5
4508,1898,2322,2112,5
4509,1890,2324,2097,5
4510,1886,2325,2087,5
4511,1884,2339,2088,5
4512,1884,2363,2095,5
4513,1866,2426,2099,5
4514,1856,2494,2111,5
4515,1847,2563,2112,5
4516,1790,2622,2115,5
4517,1775,2646,2210,5
4518,1827,2614,2208,5
4519,1870,2536,2173,5
4520,1905,2411,2175,5
4521,1956,2329,2207,5
4522,2006,2270,2203,5
4523,2044,2266,2197,5
4524,2045,2297,2188,5
4525,1987,2334,2163,5
4526,1953,2365,2107,5
4527,1931,2375,2069,5
4528,1906,2365,2061,5
4529,1914,2330,2075,5
4530,1930,2327,2082,5
4531,1932,2304,2074,5
4532,1930,2275,2057,5
4533,1913,2280,2059,5
4534,1902,2280,2087,5
4535,1913,2266,2083,5
4536,1914,2267,2051,5
4537,1924,2282,2056,5
4538,1938,2314,2068,5
4539,1950,2377,2043,5
4540,1946,2437,2034,5
4541,1939,2500,2051,5
4542,1915,2510,2085,5
4543,1928,2513,2163,5
4544,1948,2589,2221,5
4545,1968,2677,2223,5
4546,1925,2600,2180,5
4547,1894,2505,2147,5
4548,1903,2375,2125,5
4549,1898,2287,2116,5
4550,1864,2263,2167,5
4551,1828,2285,2248,5
4552,1844,2286,2269,5
4553,1873,2326,2157,5
4554,1869,2345,2044,5
4555,1875,2303,1977,5
4556,1882,2246,1979,5
4557,1890,2215,2037,5
4558,1900,2178,2091,5
4559,1901,2175,2097,5
4560,1930,2197,2097,5
4561,1929,2231,2092,5
4562,1928,2293,2106,5
4563,1917,2370,2137,5
4564,1893,2432,2164,5
4565,1883,2493,2186,5
4566,1872,2533,2196,5
4567,1869,2539,2163,5
4568,1880,2521,2204,5
4569,1873,2544,2223,5
4570,1885,2559,2250,5
4571,1925,2555,2239,5
4572,1966,2475,2219,5
4573,1919,2541,2061,5
4574,1920,2539,2061,5
4575,1921,2537,2059,5
4576,1922,2538,2060,5
4577,1922,2537,2061,5
4578,1921,2537,2061,5
4579,1919,2538,2063,5
4580,1917,2537,2065,5
4581,1917,2539,2066,5
4582,1919,2538,2067,5
4583,1920,2538,2067,5
4584,1925,2535,2080,5
4585,1929,2544,2130,5
4586,1911,2575,2202,5
4587,1931,2606,2205,5
4588,1927,2539,2154,5
4589,1910,2416,2148,5
4590,1918,2312,2169,5
4591,1939,2249,2194,5
4592,1961,2247,2223,5
4593,1963,2255,2215,5
4594,1962,2292,2170,5
4595,1923,2349,2118,5
4596,1850,2371,2070,5
4597,1790,2345,2015,5
4598,1784,2362,2037,5
4599,1870,2309,2124,5
4600,1902,2291,2095,5
4601,1913,2277,2065,5
4602,1922,2270,2072,5
4603,1936,2256,2065,5
4604,1932,2268,2089,5
4605,1942,2284,2124,5
4606,1920,2321,2134,5
4607,1911,2371,2137,5
4608,1896,2435,2126,5
4609,1865,2478,2137,5
4610,1879,2489,2179,5
4611,1893,2529,2199,5
4612,1905,2548,2244,5
4613,1945,2583,2249,5
4614,1950,2541,2237,5
4615,1967,2471,2223,5
4616,1997,2380,2223,5
4617,2036,2313,2214,5
4618,2061,2296,2175,5
4619,2057,2307,2150,5
4620,2004,2328,2139,5
4621,1970,2340,2111,5
4622,1954,2346,2092,5
4623,1952,2339,2086,5
4624,1956,2337,2071,5
4625,1968,2322,2053,5
4626,1957,2295,2031,5
4627,1939,2278,2060,5
4628,1933,2256,2069,5
4629,1934,2254,2067,5
4630,1927,2252,2072,5
4631,1923,2284,2067,5
4632,1924,2313,2072,5
4633,1922,2353,2073,5
4634,1932,2384,2061,5
4635,1953,2401,2050,5
4636,1968,2441,2038,5
4637,1963,2475,2034,5
4638,1963,2506,2067,5
4639,1957,2545,2107,5
4640,1975,2602,2146,5
4641,1988,2634,2169,5
4642,1960,2591,2151,5
4643,1913,2471,2143,5
4644,1904,2371,2140,5
4645,1921,2300,2155,5
4646,1930,2280,2203,5
4647,1931,2274,2227,5
4648,1925,2290,2173,5
4649,1928,2301,2138,5
4650,1926,2323,2125,5
4651,1921,2322,2125,5
4652,1894,2332,2109,5
4653,1848,2338,2040,5
4654,1880,2326,2058,5
4655,1890,2291,2105,5
4656,1893,2270,2073,5
4657,1911,2254,2107,5
4658,1929,2258,2089,5
4659,1939,2266,2090,5
4660,1943,2280,2111,5
4661,1948,2307,2112,5
4662,1925,2375,2103,5
4663,1874,2425,2110,5
4664,1851,2442,2143,5
4665,1824,2461,2168,5
4666,1816,2484,2204,5
4667,1851,2508,2190,5
4668,1860,2538,2203,5
4669,1873,2547,2264,5
4670,1888,2539,2301,5
4671,1937,2483,2260,5
4672,1951,2388,2222,5
4673,1973,2312,2241,5
4674,2029,2289,2222,5
4675,2040,2290,2175,5
4676,1997,2317,2166,5
4677,1955,2341,2147,5
4678,1946,2340,2116,5
4679,1926,2329,2123,5
4680,1927,2301,2131,5
4681,1977,2297,2103,5
4682,1972,2315,2075,5
4683,1949,2298,2105,5
4684,1947,2274,2096,5
4685,1934,2267,2106,5
4686,1946,2267,2113,5
4687,1938,2299,2103,5
4688,1943,2318,2100,5
4689,1945,2344,2104,5
4690,1957,2375,2095,5
4691,1965,2421,2061,5
4692,1954,2453,2083,5
4693,1936,2479,2110,5
4694,1965,2503,2171,5
4695,1975,2554,2213,5
4696,1982,2574,2206,5
4697,1922,2507,2166,5
4698,1873,2398,2172,5
4699,1854,2315,2200,5
4700,1881,2273,2238,5
4701,1890,2285,2261,5
4702,1903,2310,2222,5
4703,1921,2349,2156,5
4704,1964,2350,2151,5
4705,1980,2327,2172,5
4706,1939,2320,2106,5
4707,1870,2337,2058,5
4708,1856,2324,2087,5
4709,1869,2300,2118,5
4710,1917,2299,2107,5
4711,1935,2292,2082,5
4712,1936,2282,2066,5
4713,1950,2265,2072,5
4714,1947,2263,2092,5
4715,1954,2272,2103,5
4716,1940,2294,2113,5
4717,1923,2332,2122,5
4718,1909,2358,2118,5
4719,1896,2381,2119,5
4720,1866,2395,2123,5
4721,1844,2430,2115,5
4722,1854,2458,2113,5
4723,1882,2459,2119,5
4724,1887,2466,2140,5
4725,1804,2478,2186,5
4726,1783,2579,2215,5
4727,1912,2547,2233,5
4728,2000,2501,2233,5
4729,1931,2442,2152,5
4730,1924,2371,2112,5
4731,1941,2336,2192,5
4732,1967,2315,2254,5
4733,1987,2304,2252,5
4734,1977,2314,2190,5
4735,1928,2329,2130,5
4736,1912,2343,2102,5
4737,1921,2350,2109,5
4738,1933,2350,2134,5
4739,1937,2340,2118,5
4740,1948,2325,2091,5
4741,1964,2337,2081,5
4742,1975,2327,2079,5
4743,1953,2293,2078,5
4744,1952,2292,2080,5
4745,1948,2291,2082,5
4746,1943,2275,2073,5
4747,1945,2271,2061,5
4748,1945,2303,2040,5
4749,1931,2321,2029,5
4750,1917,2343,2027,5
4751,1906,2353,2033,5
4752,1899,2376,2039,5
4753,1898,2375,2063,5
4754,1893,2362,2102,5
4755,1936,2420,2209,5
4756,1988,2532,2304,5
4757,1944,2509,2214,5
4758,1814,2450,2087,5
4759,1743,2421,2098,5
4760,1835,2438,2134,5
4761,1952,2404,2153,5
4762,1954,2346,2168,5
4763,1897,2369,2157,5
4764,1837,2375,2127,5
4765,1840,2346,2082,5
4766,1889,2320,2053,5
4767,1917,2301,2055,5
4768,1916,2279,2050,5
4769,1907,2268,2062,5
4770,1890,2277,2089,5
4771,1905,2311,2117,5
4772,1911,2347,2122,5
4773,1895,2388,2135,5
4774,1863,2444,2131,5
4775,1847,2467,2137,5
4776,1862,2471,2111,5
4777,1858,2550,2110,5
4778,1873,2509,2080,5
4779,1877,2468,2036,5
4780,1865,2463,2119,5
4781,1889,2354,2173,5
4782,1991,2307,2186,5
4783,2084,2302,2178,5
4784,2143,2336,2134,5
4785,2027,2316,2092,5
4786,1908,2383,2077,5
4787,1868,2393,2086,5
4788,1913,2365,2118,5
4789,1958,2326,2144,5
4790,1963,2323,2094,5
4791,1927,2338,2047,5
4792,1918,2341,2047,5
4793,1915,2327,2042,5
4794,1878,2323,2022,5
4795,1878,2310,2015,5
4796,1922,2326,2017,5
4797,1957,2369,2027,5
4798,1954,2399,2025,5
4799,1934,2446,2043,5
4800,1951,2513,2082,5
4801,2028,2610,2128,5
4802,2058,2622,2174,5
4803,1997,2580,2213,5
4804,1911,2554,2213,5
4805,1885,2475,2133,5
4806,1861,2377,2153,5
4807,1853,2312,2193,5
4808,1847,2281,2212,5
4809,1842,2305,2212,5
4810,1877,2367,2213,5
4811,1959,2356,2200,5
4812,1982,2318,2155,5
4813,1964,2325,2150,5
4814,1928,2351,2168,5
4815,1872,2331,2185,5
4816,1850,2338,2171,5
4817,1921,2313,2114,5
4818,1951,2294,2110,5
4819,1958,2312,2143,5
4820,1971,2293,2133,5
4821,1951,2290,2094,5
4822,1926,2301,2088,5
4823,1890,2301,2128,5
4824,1872,2321,2162,5
4825,1875,2360,2175,5
4826,1899,2405,2149,5
4827,1905,2462,2128,5
4828,1888,2474,2138,5
4829,1864,2499,2171,5
4830,1879,2568,2219,5
4831,1895,2546,2240,5
4832,1943,2534,2230,5
4833,1980,2456,2202,5
4834,2005,2337,2198,5
4835,2046,2243,2213,5
4836,2069,2232,2238,5
4837,2026,2291,2262,5
4838,2022,2330,2226,5
4839,2028,2365,2170,5
4840,2025,2379,2151,5
4841,2022,2362,2150,5
4842,2001,2360,2138,5
4843,1987,2352,2119,5
4844,1959,2315,2095,5
4845,1937,2291,2113,5
4846,1932,2274,2146,5
4847,1944,2274,2149,5
4848,1968,2279,2123,5
4849,1967,2309,2084,5
4850,1962,2334,2063,5
4851,1963,2341,2053,5
4852,1963,2327,2039,5
4853,1956,2346,2030,5
4854,1933,2347,2027,5
4855,1929,2371,2050,5
4856,1937,2407,2081,5
4857,1971,2463,2155,5
4858,2039,2536,2256,5
4859,2087,2561,2308,5
4860,2042,2471,2230,5
4861,1940,2419,2160,5
4862,1903,2357,2186,5
4863,1915,2345,2245,5
4864,1936,2338,2261,5
4865,1961,2325,2221,5
4866,1945,2322,2200,5
4867,1947,2351,2182,5
4868,1950,2354,2159,5
4869,1940,2339,2132,5
4870,1915,2328,2133,5
4871,1866,2308,2140,5
4872,1862,2306,2162,5
4873,1907,2295,2123,5
4874,1918,2306,2079,5
4875,1899,2290,2055,5
4876,1890,2265,2056,5
4877,1894,2249,2092,5
4878,1891,2248,2109,5
4879,1898,2259,2112,5
4880,1889,2277,2106,5
4881,1893,2320,2109,5
4882,1897,2332,2115,5
4883,1918,2380,2121,5
4884,1936,2379,2101,5
4885,1916,2400,2106,5
4886,1892,2445,2099,5
4887,1900,2429,2056,5
4888,1900,2398,2006,5
4889,1899,2451,2018,5
4890,1869,2459,2098,5
4891,1822,2473,2124,5
4892,1798,2603,2167,5
4893,1857,2449,2156,5
4894,1887,2397,2173,5
4895,1949,2336,2214,5
4896,2041,2326,2261,5
4897,2105,2371,2279,5
4898,2023,2401,2207,5
4899,1936,2423,2108,5
4900,1879,2444,2058,5
4901,1883,2443,2064,5
4902,1892,2375,2130,5
4903,1915,2337,2184,5
4904,1917,2337,2147,5
4905,1907,2332,2085,5
4906,1882,2337,2050,5
4907,1853,2350,2052,5
4908,1831,2368,2051,5
4909,1859,2361,2036,5
4910,1907,2373,2015,5
4911,1937,2369,2009,5
4912,1942,2361,2007,5
4913,1943,2343,2009,5
4914,1943,2346,2009,5
4915,1947,2349,2000,5
4916,1955,2336,1993,5
4917,1939,2332,2003,5
4918,1921,2322,1997,5
4919,1911,2321,1986,5
4920,1898,2331,1991,5
4921,1900,2344,2003,5
4922,1909,2363,2003,5
4923,1926,2422,2001,5
4924,1943,2485,1993,5
4925,1961,2543,2006,5
4926,1998,2576,2065,5
4927,2023,2609,2133,5
4928,1976,2606,2161,5
4929,1904,2510,2149,5
4930,1867,2443,2167,5
4931,1848,2370,2183,5
4932,1865,2329,2223,5
4933,1872,2317,2234,5
4934,1881,2329,2202,5
4935,1888,2349,2161,5
4936,1919,2355,2137,5
4937,1930,2362,2121,5
4938,1934,2364,2136,5
4939,1890,2359,2133,5
4940,1849,2389,2103,5
4941,1840,2366,2047,5
4942,1846,2341,2029,5
4943,1872,2323,2077,5
4944,1887,2308,2102,5
4945,1891,2293,2093,5
4946,1898,2291,2073,5
4947,1898,2290,2066,5
4948,1902,2289,2076,5
4949,1899,2294,2077,5
4950,1891,2307,2071,5
4951,1879,2316,2077,5
4952,1877,2316,2085,5
4953,1874,2326,2080,5
4954,1877,2346,2079,5
4955,1878,2370,2090,5
4956,1883,2387,2087,5
4957,1884,2422,2089,5
4958,1887,2459,2104,5
4959,1879,2508,2096,5
4960,1846,2563,2085,5
4961,1837,2572,2103,5
4962,1850,2584,2154,5
4963,1878,2575,2190,5
4964,1904,2517,2141,5
4965,1924,2461,2174,5
4966,1958,2387,2227,5
4967,2011,2322,2191,5
4968,2012,2298,2181,5
4969,2007,2296,2176,5
4970,1999,2292,2179,5
4971,1985,2315,2154,5
4972,1965,2336,2126,5
4973,1974,2350,2097,5
4974,1979,2356,2083,5
4975,1966,2335,2079,5
4976,1955,2321,2083,5
4977,1955,2305,2110,5
4978,1965,2283,2123,5
4979,1986,2297,2107,5
4980,1978,2300,2087,5
4981,1970,2322,2079,5
4982,1955,2321,2088,5
4983,1945,2336,2103,5
4984,1952,2345,2101,5
4985,1968,2342,2089,5
4986,1968,2363,2080,5
4987,1969,2370,2079,5
4988,1973,2355,2071,5
4989,1987,2349,2071,5
4990,1984,2356,2076,5
4991,1983,2369,2079,5
4992,1979,2387,2073,5
4993,1967,2421,2076,5
4994,1958,2443,2085,5
4995,1951,2483,2087,5
4996,1943,2520,2126,5
4997,1952,2587,2169,5
4998,1939,2630,2170,5
4999,1872,2580,2108,5
5000,1835,2486,2099,5
5001,1840,2387,2151,5
5002,1872,2311,2182,5
5003,1892,2291,2201,5
5004,1912,2287,2209,5
5005,1922,2297,2210,5
5006,1912,2309,2186,5
5007,1892,2336,2117,5
5008,1846,2349,2031,5
5009,1851,2342,2062,5
5010,1871,2319,2091,5
5011,1879,2301,2076,5
5012,1881,2280,2073,5
5013,1869,2273,2070,5
5014,1885,2268,2089,5
5015,1914,2275,2099,5
5016,1914,2295,2095,5
5017,1910,2301,2109,5
5018,1910,2305,2105,5
5019,1897,2320,2098,5
5020,1910,2347,2107,5
5021,1889,2365,2106,5
5022,1876,2370,2114,5
5023,1885,2377,2139,5
5024,1892,2394,2122,5
5025,1895,2424,2136,5
5026,1889,2459,2107,5
5027,1890,2501,2120,5
5028,1876,2527,2154,5
5029,1850,2562,2207,5
5030,1866,2610,2220,5
5031,1920,2593,2204,5
5032,1939,2493,2202,5
5033,1925,2401,2235,5
5034,1974,2342,2248,5
5035,2029,2304,2241,5
5036,2043,2279,2200,5
5037,2024,2300,2187,5
5038,2012,2315,2181,5
5039,1985,2318,2157,5
5040,1976,2332,2133,5
5041,1974,2327,2113,5
5042,1967,2306,2091,5
5043,1970,2299,2091,5
5044,1968,2297,2095,5
5045,1967,2280,2099,5
5046,1976,2282,2096,5
5047,1969,2297,2078,5
5048,1957,2315,2087,5
5049,1944,2299,2094,5
5050,1940,2310,2090,5
5051,1934,2315,2075,5
5052,1940,2334,2075,5
5053,1955,2351,2063,5
5054,1974,2369,2054,5
5055,1972,2401,2042,5
5056,1975,2427,2064,5
5057,1974,2449,2078,5
5058,1967,2474,2097,5
5059,1967,2503,2143,5
5060,1995,2566,2197,5
